datetime,Temp_C,DO_mgL,DO_perc
2022-11-24T01:00:00Z,2.356666666666667,14.557533333333334,109.7355917964457
2022-11-24T01:15:00Z,2.3531333333333335,14.568466666666668,109.80747265305789
2022-11-24T01:30:00Z,2.3600666666666665,14.575333333333331,109.87991211084277
2022-11-24T01:45:00Z,2.356,14.5594,109.7476762683564
2022-11-24T02:00:00Z,2.3608,14.5302,109.54184375707082
2022-11-24T02:15:00Z,2.3517333333333332,14.5528,109.68521789029889
2022-11-24T02:30:00Z,2.355933333333333,14.5426,109.62084068772718
2022-11-24T02:45:00Z,2.3524000000000003,14.534266666666667,109.54751426036304
2022-11-24T03:00:00Z,2.3461333333333334,14.549866666666668,109.64643392028331
2022-11-24T03:15:00Z,2.3546,14.5402,109.59878181886104
2022-11-24T03:30:00Z,2.3517333333333332,14.543333333333331,109.61386712645768
2022-11-24T03:45:00Z,2.3587333333333333,14.528666666666666,109.52413852906868
2022-11-24T04:00:00Z,2.3573333333333335,14.541,109.61294657943692
2022-11-24T04:15:00Z,2.3587333333333333,14.535,109.57188226861926
2022-11-24T04:30:00Z,2.3525333333333336,14.531866666666666,109.52982155805456
2022-11-24T04:45:00Z,2.3531333333333335,14.528066666666666,109.50296415558272
2022-11-24T05:00:00Z,2.3525333333333336,14.527733333333334,109.49866773089494
2022-11-24T05:15:00Z,2.3517333333333332,14.524133333333332,109.4691557181037
2022-11-24T05:30:00Z,2.3518,14.5062,109.33418916716651
2022-11-24T05:45:00Z,2.333466666666667,14.504866666666668,109.26971978483265
2022-11-24T06:00:00Z,2.335,14.471866666666669,109.02566122247188
2022-11-24T06:15:00Z,2.3126,14.475266666666666,108.98493051151172
2022-11-24T06:30:00Z,2.3181333333333334,14.4388,108.72671769907878
2022-11-24T06:45:00Z,2.334866666666666,14.4038,108.51247927229127
2022-11-24T07:00:00Z,2.3322,14.392066666666668,108.4162315535962
2022-11-24T07:15:00Z,2.324466666666667,14.385533333333331,108.34425187216108
2022-11-24T07:30:00Z,2.3328,14.387466666666668,108.38334595039768
2022-11-24T07:45:00Z,2.3316666666666666,14.394933333333334,108.4362553261593
2022-11-24T08:00:00Z,2.3308,14.402066666666666,108.4874362395752
2022-11-24T08:15:00Z,2.360133333333333,14.3768,108.3834135101168
2022-11-24T08:30:00Z,2.3609333333333336,14.388466666666666,108.47372183574136
2022-11-24T08:45:00Z,2.361666666666667,14.397666666666666,108.54524109331622
2022-11-24T09:00:00Z,2.3734,14.397866666666667,108.581328028394
2022-11-24T09:15:00Z,2.380533333333333,14.3832,108.49172233685124
2022-11-24T09:30:00Z,2.3894666666666664,14.3852,108.53311622846904
2022-11-24T09:45:00Z,2.4105333333333334,14.3946,108.6661252664699
2022-11-24T10:00:00Z,2.4244666666666665,14.407,108.8008400335336
2022-11-24T10:15:00Z,2.4168666666666665,14.419866666666666,108.87556625688543
2022-11-24T10:30:00Z,2.437866666666667,14.412666666666668,108.8831870914125
2022-11-24T10:45:00Z,2.4162,14.4344,108.9833280188607
2022-11-24T11:00:00Z,2.4224,14.4266,108.9427524424504
2022-11-24T11:15:00Z,2.4112666666666667,14.417733333333333,108.8429258408857
2022-11-24T11:30:00Z,2.429533333333333,14.3878,108.67077166114868
2022-11-24T11:45:00Z,2.4372,14.341466666666667,108.34333518865088
2022-11-24T12:00:00Z,2.4378,14.355933333333333,108.454388493283
2022-11-24T12:15:00Z,2.453333333333333,14.356,108.5005670641556
2022-11-24T12:30:00Z,2.4686666666666666,14.3664,108.62429410632994
2022-11-24T12:45:00Z,2.5071999999999997,14.369066666666669,108.75790541455405
2022-11-24T13:00:00Z,2.4904,14.376133333333334,108.7619013704298
2022-11-24T13:15:00Z,2.490466666666667,14.375666666666667,108.758567199854
2022-11-24T13:30:00Z,2.488933333333333,14.374933333333331,108.74850289112344
2022-11-24T13:45:00Z,2.4918,14.375066666666669,108.757955225881
2022-11-24T14:00:00Z,2.4896666666666665,14.3644,108.6709750430288
2022-11-24T14:15:00Z,2.484,14.3936,108.87516980517512
2022-11-24T14:30:00Z,2.4714666666666667,14.4728,109.43708603153672
2022-11-24T14:45:00Z,2.4714666666666667,14.518666666666666,109.7839100286886
2022-11-24T15:00:00Z,2.4636,14.484466666666666,109.50196153500484
2022-11-24T15:15:00Z,2.461,14.455466666666666,109.27502353762632
2022-11-24T15:30:00Z,2.4602666666666666,14.460666666666668,109.31216022702752
2022-11-24T15:45:00Z,2.468,14.4594,109.325491947895
2022-11-24T16:00:00Z,2.465866666666667,14.4676,109.3811681455604
2022-11-24T16:15:00Z,2.4784,14.454666666666666,109.32050183956083
2022-11-24T16:30:00Z,2.469333333333333,14.4524,109.2765136183872
2022-11-24T16:45:00Z,2.4546666666666668,14.462933333333334,109.31270377494324
2022-11-24T17:00:00Z,2.4588666666666668,14.470866666666666,109.38511478431391
2022-11-24T17:15:00Z,2.4616,14.510066666666669,109.689551607819
2022-11-24T17:30:00Z,2.4617333333333336,14.544533333333334,109.95050130549951
2022-11-24T17:45:00Z,2.4630666666666667,14.540933333333331,109.92725849387922
2022-11-24T18:00:00Z,2.4714666666666667,14.530133333333334,109.87061602797657
2022-11-24T18:15:00Z,2.4707333333333334,14.5334,109.8931337143378
2022-11-24T18:30:00Z,2.4764666666666666,14.531866666666666,109.89860863634472
2022-11-24T18:45:00Z,2.465733333333333,14.537666666666668,109.9105046585004
2022-11-24T19:00:00Z,2.4665333333333335,14.534666666666666,109.89020551732445
2022-11-24T19:15:00Z,2.468,14.5244,109.81694781581572
2022-11-24T19:30:00Z,2.4834666666666667,14.5226,109.84935659971752
2022-11-24T19:45:00Z,2.486133333333333,14.547466666666669,110.04539715386385
2022-11-24T20:00:00Z,2.4701333333333335,14.596466666666666,110.36821304138078
2022-11-24T20:15:00Z,2.4792,14.654133333333334,110.83146815648786
2022-11-24T20:30:00Z,2.4874666666666667,14.723533333333334,111.38128895153848
2022-11-24T20:45:00Z,2.489533333333333,14.733933333333333,111.46620251855416
2022-11-24T21:00:00Z,2.4852666666666665,14.742,111.51434128160888
2022-11-24T21:15:00Z,2.4910666666666668,14.762066666666668,111.68367677231548
2022-11-24T21:30:00Z,2.4854,14.758733333333334,111.6413220514884
2022-11-24T21:45:00Z,2.479,14.766933333333334,111.68398684224222
2022-11-24T22:00:00Z,2.4785333333333335,14.7776,111.76324714831118
2022-11-24T22:15:00Z,2.4778,14.7466,111.5265780032904
2022-11-24T22:30:00Z,2.4632,14.736666666666666,111.40737542835294
2022-11-24T22:45:00Z,2.4692666666666665,14.6916,111.08493589774277
2022-11-24T23:00:00Z,2.4672666666666667,14.6444,110.72205090306386
2022-11-24T23:15:00Z,2.477133333333333,14.6514,110.80459187245933
2022-11-24T23:30:00Z,2.477133333333333,14.703133333333334,111.19583713818147
2022-11-24T23:45:00Z,2.4672666666666667,14.719933333333334,111.29313647694954
2022-11-25T00:00:00Z,2.4686666666666666,14.707333333333333,111.20208970374136
2022-11-25T00:15:00Z,2.4854666666666665,14.7042,111.22900962758986
2022-11-25T00:30:00Z,2.4692,14.696866666666669,111.1245570670198
2022-11-25T00:45:00Z,2.4826,14.692533333333332,111.13212818662096
2022-11-25T01:00:00Z,2.4847333333333332,14.745866666666666,111.541978923608
2022-11-25T01:15:00Z,2.4882,14.819933333333331,112.11276708239974
2022-11-25T01:30:00Z,2.493133333333333,14.841466666666667,112.29066913190934
2022-11-25T01:45:00Z,2.4946,14.838866666666666,112.27545702723752
2022-11-25T02:00:00Z,2.4876,14.8296,112.18407227909891
2022-11-25T02:15:00Z,2.4938,14.807866666666667,112.0384740446696
2022-11-25T02:30:00Z,2.4945333333333335,14.798333333333334,111.96856713149144
2022-11-25T02:45:00Z,2.497333333333333,14.800733333333334,111.99521813619128
2022-11-25T03:00:00Z,2.4925333333333333,14.777733333333334,111.80664534686947
2022-11-25T03:15:00Z,2.4994666666666667,14.780466666666666,111.84832420292943
2022-11-25T03:30:00Z,2.4926,14.786733333333334,111.87494031165237
2022-11-25T03:45:00Z,2.488933333333333,14.784866666666666,111.84970936293328
2022-11-25T04:00:00Z,2.498,14.783933333333334,111.87011434209369
2022-11-25T04:15:00Z,2.4869333333333334,14.790466666666669,111.88601316846868
2022-11-25T04:30:00Z,2.4924666666666666,14.788,111.884119767986
2022-11-25T04:45:00Z,2.481133333333333,14.807733333333331,111.99903407029542
2022-11-25T05:00:00Z,2.4902666666666664,14.790333333333333,111.89510621058736
2022-11-25T05:15:00Z,2.469333333333333,14.787266666666666,111.80848490760864
2022-11-25T05:30:00Z,2.473533333333333,14.767533333333333,111.67198521451856
2022-11-25T05:45:00Z,2.474266666666667,14.748066666666666,111.52699415954176
2022-11-25T06:00:00Z,2.4805333333333333,14.716533333333333,111.30742918358648
2022-11-25T06:15:00Z,2.4728,14.693066666666668,111.10666132745536
2022-11-25T06:30:00Z,2.4659333333333335,14.676333333333334,110.95948076747663
2022-11-25T06:45:00Z,2.4637333333333333,14.646733333333334,110.72909080103908
2022-11-25T07:00:00Z,2.4594,14.627533333333334,110.5709543987204
2022-11-25T07:15:00Z,2.463,14.6078,110.4325608913199
2022-11-25T07:30:00Z,2.4659333333333335,14.5936,110.33398068511076
2022-11-25T07:45:00Z,2.4728666666666665,14.589,110.31992480365598
2022-11-25T08:00:00Z,2.4784,14.5794,110.26385881281892
2022-11-25T08:15:00Z,2.478466666666667,14.578133333333334,110.25447814315746
2022-11-25T08:30:00Z,2.5128666666666666,14.594466666666667,110.48088201271597
2022-11-25T08:45:00Z,2.5232666666666668,14.624266666666667,110.73764062480234
2022-11-25T09:00:00Z,2.5548,14.6452,110.990815768739
2022-11-25T09:15:00Z,2.5806666666666667,14.649133333333332,111.09831717928108
2022-11-25T09:30:00Z,2.6044,14.638266666666668,111.08715124273976
2022-11-25T09:45:00Z,2.6329333333333333,14.674666666666669,111.44927165196464
2022-11-25T10:00:00Z,2.6739333333333333,14.693733333333334,111.71768581388535
2022-11-25T10:15:00Z,2.6866,14.724533333333332,111.990137552091
2022-11-25T10:30:00Z,2.699,14.808266666666666,112.66467470463672
2022-11-25T10:45:00Z,2.7339333333333333,14.904733333333333,113.50550238878353
2022-11-25T11:00:00Z,2.7665333333333333,14.948066666666668,113.935568861903
2022-11-25T11:15:00Z,2.7548,15.01,114.37146269723488
2022-11-25T11:30:00Z,2.772866666666667,15.032466666666666,114.59842669420082
2022-11-25T11:45:00Z,2.7826666666666666,15.041866666666667,114.70036339290544
2022-11-25T12:00:00Z,2.8270666666666666,15.062,114.99127499084952
2022-11-25T12:15:00Z,2.8098666666666667,15.017133333333334,114.59566982379316
2022-11-25T12:30:00Z,2.816733333333333,14.9444,114.06172518794062
2022-11-25T12:45:00Z,2.8612,14.825866666666666,113.29250467447116
2022-11-25T13:00:00Z,2.912533333333333,14.804866666666667,113.28826654559172
2022-11-25T13:15:00Z,2.8876,14.852,113.57280028367369
2022-11-25T13:30:00Z,2.936933333333333,14.9072,114.14612964215353
2022-11-25T13:45:00Z,2.9058,14.892666666666669,113.93950222900692
2022-11-25T14:00:00Z,2.9312666666666667,14.9378,114.3630290833004
2022-11-25T14:15:00Z,2.9437333333333333,14.951133333333331,114.5034417938282
2022-11-25T14:30:00Z,2.9520666666666666,14.987666666666668,114.80892151337684
2022-11-25T14:45:00Z,2.971533333333334,14.999866666666666,114.96244083004378
2022-11-25T15:00:00Z,2.9916,14.9902,114.9502392277754
2022-11-25T15:15:00Z,2.9916666666666667,15.033666666666669,115.28376345868097
2022-11-25T15:30:00Z,2.9951333333333334,15.1414,116.1207029881844
2022-11-25T15:45:00Z,2.9805333333333333,15.247866666666669,116.891402066625
2022-11-25T16:00:00Z,2.973666666666667,15.2734,117.06556648572216
2022-11-25T16:15:00Z,2.9645333333333332,15.252933333333331,116.88003811300048
2022-11-25T16:30:00Z,2.956933333333333,15.221133333333334,116.61256579694228
2022-11-25T16:45:00Z,2.952,15.245066666666666,116.7804547705265
2022-11-25T17:00:00Z,2.9486,15.2618,116.89796274973476
2022-11-25T17:15:00Z,2.9470666666666667,15.2486,116.7920481566848
2022-11-25T17:30:00Z,2.9320666666666666,15.236866666666666,116.6551749016646
2022-11-25T17:45:00Z,2.938066666666667,15.2374,116.67806025904382
2022-11-25T18:00:00Z,2.945866666666667,15.212266666666666,116.51000939155745
